rps cpu_limit req_rate req_latency cpu cpu0 cpu1 cpu2 cpu3 cpu4 cpu5 cpu6 cpu7 cpu8 cpu9 cpu10 cpu11 cpu12 cpu13 cpu14 cpu15 memory_usage 
5 11000m 5.019135761273924 42.94314381270903 9.599999999999998 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 548.8277566060607
7 11000m 7.019393481319288 42.10551558752998 14.100000000000003 0.9 0.8 0.9 0.8 0.9 0.9 0.9 0.8 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 556.4878105771813
10 11000m 10.022486172755903 41.28787878787879 19.399999999999995 1.3 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.3 1.2 558.5818149798656
12 11000m 12.023170736585215 40.463585434173666 22.499999999999996 1.4 1.4 1.4 1.4 1.4 1.4 1.4 1.4 1.4 1.4 1.4 1.5 1.4 1.4 1.4 1.4 559.3512582013424
15 11000m 15.02347877936901 39.6783295711061 27.199999999999992 1.7 1.7 1.7 1.7 1.7 1.7 1.7 1.7 1.7 1.7 1.7 1.7 1.7 1.7 1.7 1.7 562.5152395167781
18 11000m 18.02635611018376 38.26753975678204 32.3 2.0 2.0 2.0 2.0 2.1 2.1 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.1 2.0 2.0 561.5435253691275
20 11000m 20.025961655352706 37.07095158597663 35.99999999999999 2.3 2.3 2.2 2.3 2.3 2.2 2.3 2.2 2.2 2.2 2.3 2.2 2.2 2.3 2.2 2.3 561.59394190604
22 11000m 22.031118882979197 35.83498098859316 38.49999999999999 2.4 2.4 2.4 2.4 2.4 2.4 2.4 2.5 2.4 2.4 2.4 2.4 2.4 2.4 2.4 2.4 567.8489187651004
25 11000m 25.034205944566995 34.152188552188555 42.800000000000004 2.7 2.7 2.7 2.7 2.6 2.6 2.7 2.7 2.7 2.7 2.7 2.7 2.7 2.7 2.6 2.6 598.804878604027
27 11000m 27.034038913126633 33.344354335620714 45.399999999999984 2.8 2.8 2.8 2.9 2.9 2.8 2.8 2.8 2.9 2.9 2.9 2.8 2.8 2.9 2.8 2.8 600.9085732080537
30 11000m 30.036106119230862 32.146205357142854 49.40000000000001 3.1 3.1 3.1 3.1 3.0 3.1 3.1 3.1 3.1 3.0 3.1 3.1 3.1 3.1 3.1 3.1 602.0751360000003
32 11000m 32.03607197899658 31.4375 52.49999999999999 3.3 3.3 3.2 3.3 3.3 3.3 3.2 3.3 3.3 3.3 3.3 3.2 3.3 3.3 3.3 3.3 603.9443552214765
35 11000m 35.04037802584056 31.662851692894613 56.2 3.5 3.5 3.5 3.5 3.5 3.5 3.5 3.6 3.5 3.5 3.5 3.6 3.5 3.5 3.5 3.5 623.5936506845635
37 11000m 37.04481438501891 32.101000909918106 58.80000000000002 3.6 3.7 3.7 3.7 3.6 3.7 3.7 3.6 3.7 3.7 3.7 3.6 3.7 3.7 3.7 3.7 640.0916239463093
40 11000m 40.039584258890564 32.419436264198566 62.29999999999999 3.9 3.9 3.9 3.9 3.9 3.9 3.8 3.9 3.9 3.9 3.9 3.9 3.9 3.9 3.9 3.9 649.9650044563756
42 11000m 42.04676605510487 33.05094263939029 64.1 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.1 4.0 4.0 4.0 648.7832534765098
45 11000m 45.04432045528753 33.38725307491614 68.1 4.2 4.2 4.3 4.2 4.3 4.2 4.3 4.2 4.2 4.3 4.3 4.3 4.2 4.3 4.3 4.3 673.0774679194628
47 11000m 47.04878524791651 33.523809523809526 70.1 4.3 4.4 4.4 4.4 4.3 4.4 4.4 4.4 4.4 4.4 4.4 4.4 4.4 4.4 4.4 4.3 675.6267193557042
50 11000m 50.05720351674099 33.22229706972045 72.3 4.5 4.6 4.5 4.5 4.5 4.5 4.5 4.6 4.5 4.5 4.5 4.5 4.5 4.5 4.5 4.6 677.0162392483226
1 11500m 1.0173661249285837 44.266666666666666 1.7000000000000004 0.2 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 625.2329441073834
3 11500m 3.017848384044405 43.144444444444446 6.300000000000002 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.3 0.4 0.4 0.4 0.4 0.4 0.4 549.7773805100676
5 11500m 5.018735933404889 43.541806020066886 9.399999999999997 0.6 0.6 0.6 0.6 0.5 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.5 0.6 0.6 556.0624588456377
7 11500m 7.019135543477189 42.51682692307692 13.000000000000004 0.8 0.8 0.9 0.8 0.8 0.8 0.8 0.8 0.8 0.9 0.8 0.8 0.8 0.8 0.8 0.8 557.2478659865768
10 11500m 10.021478968894604 41.54653130287648 18.599999999999994 1.2 1.1 1.2 1.1 1.2 1.2 1.1 1.1 1.1 1.2 1.2 1.2 1.2 1.1 1.2 1.2 559.6908825771815
12 11500m 12.023715504081867 40.42215988779804 21.7 1.3 1.4 1.3 1.4 1.3 1.4 1.3 1.4 1.4 1.4 1.3 1.4 1.4 1.4 1.3 1.3 562.2898495570473
15 11500m 15.021003819119688 39.71541057367829 26.000000000000004 1.6 1.6 1.6 1.6 1.7 1.7 1.6 1.6 1.6 1.7 1.6 1.6 1.6 1.7 1.6 1.6 561.2084230872483
18 11500m 18.02916255897094 37.889405204460964 31.299999999999997 2.0 2.0 2.0 1.9 1.9 2.0 1.9 1.9 2.0 2.0 1.9 2.0 1.9 1.9 2.0 2.0 563.6809088859062
20 11500m 20.02720777286971 36.88407005838199 34.5 2.1 2.1 2.2 2.1 2.1 2.2 2.2 2.1 2.2 2.2 2.2 2.2 2.2 2.1 2.1 2.2 565.2275474899325
22 11500m 22.02645930072955 35.77871362940276 36.8 2.3 2.3 2.3 2.3 2.3 2.3 2.3 2.3 2.3 2.3 2.3 2.3 2.3 2.3 2.3 2.3 565.4325536644295
25 11500m 25.03070652352234 34.08434547908232 40.800000000000004 2.6 2.5 2.6 2.5 2.5 2.5 2.5 2.6 2.5 2.6 2.5 2.5 2.6 2.6 2.6 2.6 567.0668576644298
27 11500m 27.038370061276698 33.3537037037037 43.7 2.7 2.8 2.7 2.7 2.7 2.7 2.8 2.7 2.7 2.7 2.8 2.8 2.8 2.7 2.7 2.7 588.4346313020136
30 11500m 30.040551233206962 32.233053221288515 47.199999999999996 3.0 3.0 2.9 3.0 3.0 2.9 2.9 3.0 2.9 2.9 2.9 3.0 2.9 3.0 3.0 2.9 628.4712719463088
32 11500m 32.03996113060205 31.056020942408377 50.000000000000014 3.1 3.1 3.1 3.2 3.2 3.1 3.1 3.1 3.1 3.2 3.1 3.1 3.2 3.1 3.1 3.1 650.1741066308725
35 11500m 35.03984629088375 31.6045170591062 53.999999999999986 3.3 3.4 3.4 3.4 3.4 3.4 3.4 3.3 3.4 3.4 3.3 3.4 3.4 3.3 3.4 3.4 653.2178332348993
37 11500m 37.04728553966667 32.02618510158013 56.7 3.5 3.6 3.5 3.6 3.6 3.5 3.5 3.6 3.6 3.5 3.6 3.5 3.5 3.5 3.5 3.6 655.0177503355709
40 11500m 40.049187421291535 32.399242742953305 59.70000000000002 3.7 3.7 3.8 3.8 3.8 3.7 3.8 3.7 3.7 3.7 3.7 3.7 3.7 3.7 3.7 3.8 676.7514562147652
42 11500m 42.0453540309793 33.08895949166005 62.09999999999999 3.9 3.9 3.9 3.9 3.9 3.8 3.9 3.9 3.9 3.8 3.9 3.8 3.9 3.9 3.9 3.9 676.288539489933
45 11500m 45.04419741213767 33.31390977443609 64.2 4.0 4.0 4.0 4.0 4.0 4.0 4.1 4.0 4.0 4.0 4.1 4.0 4.0 4.0 4.0 4.0 665.4151302013425
47 11500m 47.05526360291872 33.49644886363637 67.20000000000002 4.2 4.2 4.2 4.2 4.2 4.2 4.2 4.2 4.2 4.2 4.2 4.2 4.2 4.2 4.2 4.2 677.8825569932883
50 11500m 50.057517015996936 33.208835341365464 69.79999999999998 4.3 4.4 4.4 4.4 4.4 4.4 4.3 4.4 4.4 4.3 4.4 4.4 4.3 4.4 4.3 4.3 677.2552229798655
1 12000m 1.0173152758957635 44.71666666666667 1.7000000000000004 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.2 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 641.0459832457906
3 12000m 3.0180255982983883 43.212290502793294 6.000000000000001 0.4 0.4 0.4 0.4 0.3 0.4 0.4 0.3 0.3 0.4 0.4 0.4 0.4 0.4 0.4 0.3 578.3274764026847
5 12000m 5.018616868756024 43.4 9.799999999999997 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.7 0.7 586.8319269798658
7 12000m 7.019765123556224 42.310843373493974 12.700000000000003 0.8 0.8 0.8 0.8 0.8 0.8 0.7 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 592.5636723501678
10 12000m 10.02030726677831 41.3824027072758 17.7 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.1 1.2 1.1 1.1 1.1 1.1 597.5189957583893
12 12000m 12.021966403009408 40.99163179916318 21.100000000000005 1.4 1.3 1.3 1.3 1.4 1.4 1.3 1.3 1.3 1.3 1.3 1.3 1.3 1.3 1.3 1.3 590.9917185723907
15 12000m 15.024247396048182 39.630289532293986 25.70000000000001 1.6 1.6 1.6 1.7 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 591.3919020671138
18 12000m 18.027246874063326 38.18130841121496 30.099999999999994 1.9 1.9 1.9 1.9 1.9 1.8 1.8 1.9 1.9 1.9 1.9 1.9 1.8 1.9 1.9 1.9 597.1225359463093
20 12000m 20.025842891752173 37.076150627615064 32.80000000000001 2.0 2.0 2.0 2.0 2.0 2.0 2.1 2.0 2.0 2.1 2.1 2.1 2.1 2.1 2.1 2.1 597.1895289127514
22 12000m 22.027515684000345 35.71667936024372 35.4 2.2 2.2 2.2 2.3 2.2 2.2 2.2 2.2 2.2 2.2 2.2 2.2 2.3 2.2 2.2 2.2 600.0467088322151
25 12000m 25.029575048767654 34.20805369127517 38.99999999999999 2.5 2.4 2.4 2.5 2.4 2.5 2.4 2.4 2.4 2.5 2.5 2.4 2.5 2.4 2.4 2.4 614.6515741208052
27 12000m 27.02882934431576 33.374611076540134 41.60000000000001 2.7 2.6 2.6 2.6 2.6 2.6 2.6 2.6 2.6 2.6 2.6 2.6 2.6 2.6 2.5 2.6 612.0456796778533
30 12000m 30.041839691808345 32.13021420518602 44.89999999999999 2.8 2.8 2.8 2.8 2.8 2.8 2.8 2.8 2.8 2.8 2.8 2.8 2.8 2.8 2.9 2.8 656.7407093691273
32 12000m 32.03969733808983 31.170795993674222 47.8 3.0 3.0 2.9 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.9 662.6763081879196
35 12000m 35.04032195128326 31.729638554216866 51.20000000000001 3.2 3.2 3.2 3.2 3.2 3.2 3.2 3.2 3.2 3.2 3.2 3.2 3.2 3.2 3.2 3.2 682.6492151409401
37 12000m 37.04132514684649 32.168339416058394 53.69999999999998 3.4 3.3 3.3 3.4 3.3 3.4 3.4 3.4 3.3 3.3 3.3 3.4 3.4 3.3 3.4 3.4 684.5974679194627
40 12000m 40.042726395965744 33.15142617449664 56.80000000000001 3.5 3.5 3.5 3.6 3.6 3.6 3.6 3.5 3.5 3.5 3.6 3.6 3.5 3.5 3.6 3.6 688.4571919463084
42 12000m 42.04677224394413 33.058087938684956 58.90000000000002 3.7 3.6 3.6 3.7 3.7 3.7 3.7 3.7 3.7 3.7 3.7 3.6 3.7 3.7 3.7 3.7 682.6703686442951
45 12000m 45.046820781754455 33.41218236173393 62.399999999999984 3.9 3.9 3.9 3.9 3.9 3.9 3.9 3.9 3.9 3.9 3.9 3.9 3.9 3.9 3.9 3.9 697.3930420402684
47 12000m 47.04385974983833 33.52299465240642 64.30000000000001 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.1 4.0 4.0 4.1 4.0 4.0 4.0 4.1 4.0 703.2112038657718
50 12000m 50.05637891977692 33.17289719626168 67.20000000000002 4.2 4.2 4.2 4.2 4.2 4.2 4.2 4.2 4.2 4.2 4.2 4.2 4.2 4.2 4.2 4.2 711.4926423624163
1 12500m 1.0173003336698045 43.166666666666664 1.6000000000000003 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 640.690615838926
3 12500m 3.0176755885654982 43.17877094972067 5.3999999999999995 0.3 0.4 0.4 0.4 0.3 0.3 0.4 0.3 0.3 0.3 0.4 0.3 0.3 0.3 0.4 0.3 563.1433317710446
5 12500m 5.018734746827058 42.9695945945946 8.0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 569.0746707609428
7 12500m 7.0199652491099025 42.26442307692308 12.600000000000001 0.8 0.8 0.8 0.8 0.7 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.7 0.8 0.8 0.8 571.817004821549
10 12500m 10.02146749864154 41.15397631133672 16.9 1.1 1.0 1.1 1.0 1.1 1.0 1.0 1.1 1.1 1.1 1.1 1.0 1.0 1.0 1.1 1.1 574.9313975838929
12 12500m 12.022789081526048 40.29763560500695 20.500000000000007 1.3 1.3 1.2 1.2 1.3 1.2 1.3 1.3 1.3 1.3 1.3 1.3 1.3 1.3 1.3 1.3 574.2022697373737
15 12500m 15.025053376761333 39.51950947603122 24.3 1.6 1.5 1.5 1.6 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.6 575.8225387382548
18 12500m 18.025156495123436 38.20925925925926 28.900000000000006 1.8 1.8 1.8 1.8 1.8 1.8 1.8 1.8 1.8 1.8 1.9 1.8 1.8 1.8 1.8 1.8 577.1414782281879
20 12500m 20.026618101888225 37.01754385964912 32.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 577.0181996241612
22 12500m 22.02714764599586 35.619192688499616 33.70000000000001 2.1 2.1 2.1 2.1 2.1 2.1 2.1 2.1 2.2 2.1 2.1 2.1 2.1 2.1 2.1 2.1 579.2470284026845
25 12500m 25.028142285332876 34.25 37.39999999999999 2.3 2.4 2.3 2.3 2.4 2.4 2.3 2.3 2.4 2.3 2.4 2.3 2.4 2.3 2.3 2.3 599.76642147651
27 12500m 27.030866728924583 33.23325062034739 40.0 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 598.1801148993279
30 12500m 30.037420416533102 32.21873247335951 43.20000000000001 2.7 2.7 2.7 2.7 2.7 2.7 2.7 2.7 2.7 2.7 2.7 2.7 2.7 2.7 2.7 2.7 632.4179741208053
32 12500m 32.041643032563705 31.25694808599895 46.29999999999999 2.9 2.9 2.9 2.9 2.9 2.8 2.9 2.9 2.9 2.9 2.9 2.9 2.9 2.9 2.9 2.9 657.5271276241614
35 12500m 35.04084959925991 31.61431316042267 49.500000000000014 3.1 3.1 3.1 3.1 3.1 3.1 3.1 3.1 3.0 3.1 3.1 3.1 3.1 3.1 3.1 3.1 658.808928214765
37 12500m 37.04507309984807 32.04787714543812 51.70000000000001 3.2 3.2 3.3 3.3 3.3 3.2 3.2 3.3 3.2 3.2 3.2 3.2 3.3 3.2 3.2 3.2 665.3245646174496
40 12500m 40.051508477647154 32.92359645420009 54.399999999999984 3.4 3.4 3.4 3.4 3.4 3.4 3.4 3.4 3.4 3.4 3.4 3.4 3.4 3.4 3.4 3.4 683.404872161074
42 12500m 42.046291983286416 32.96024096385542 56.6 3.5 3.6 3.6 3.6 3.5 3.5 3.6 3.6 3.6 3.5 3.5 3.5 3.5 3.5 3.5 3.5 680.5579047516779
45 12500m 45.050397396391304 33.38878504672897 59.7 3.8 3.8 3.7 3.7 3.7 3.7 3.7 3.7 3.7 3.8 3.7 3.7 3.8 3.7 3.7 3.8 680.2295100134226
47 12500m 47.04582762175243 33.51677373304782 61.999999999999986 3.8 3.9 3.8 3.8 3.9 3.9 3.9 3.9 3.9 3.9 3.9 3.9 3.9 3.9 3.8 3.9 684.1974344161073
50 12500m 50.05885229827636 33.13443955299695 63.699999999999996 3.9 4.0 4.0 4.0 4.0 4.0 4.0 4.0 3.9 3.9 4.0 4.0 4.0 4.0 4.0 4.0 684.9842925100666
1 13000m 1.0172860332263505 44.266666666666666 1.6000000000000003 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 641.6366543892611
3 13000m 3.0177799446331934 43.11666666666667 4.899999999999999 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.4 0.3 0.3 0.3 0.3 0.3 0.3 580.6092233020129
5 13000m 5.018564842069536 42.47826086956522 9.499999999999998 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.5 0.6 0.6 0.6 0.6 0.6 0.6 587.6746858523481
7 13000m 7.019736552042449 42.26201923076923 11.799999999999999 0.7 0.7 0.8 0.7 0.7 0.8 0.8 0.8 0.7 0.7 0.7 0.7 0.8 0.8 0.7 0.7 586.7872642154879
10 13000m 10.020788018294166 41.178451178451176 16.1 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.1 1.0 1.0 1.0 1.0 588.2850035973153
12 13000m 12.025562453406653 40.98597475455821 19.199999999999996 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 590.5833184107747
15 13000m 15.024842122511028 39.699776785714285 23.8 1.5 1.5 1.4 1.4 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 593.3362237852344
18 13000m 18.02457086451056 38.28999064546305 27.499999999999993 1.7 1.7 1.8 1.8 1.7 1.7 1.7 1.7 1.8 1.7 1.7 1.7 1.7 1.7 1.7 1.7 595.6935680000006
20 13000m 20.028147607282236 36.96290050590219 30.29999999999999 1.9 1.9 1.8 1.9 1.9 1.9 1.9 1.9 1.9 1.9 1.9 1.9 1.9 1.9 1.9 1.9 612.6348301744968
22 13000m 22.030416289746142 35.92697924673328 32.300000000000004 2.0 2.0 2.0 2.1 2.0 2.0 2.0 2.0 2.0 2.1 2.1 2.0 2.0 2.0 2.0 2.0 618.1046670604032
25 13000m 25.03426198656008 34.241588156123825 36.599999999999994 2.3 2.2 2.3 2.3 2.3 2.3 2.3 2.3 2.3 2.3 2.3 2.3 2.2 2.3 2.3 2.3 621.3447542550335
27 13000m 27.036016765963083 33.2605459057072 38.39999999999999 2.4 2.4 2.4 2.4 2.4 2.4 2.4 2.4 2.4 2.4 2.4 2.4 2.4 2.4 2.4 2.4 641.6848717315436
30 13000m 30.03859818931301 32.057464788732396 41.60000000000001 2.6 2.6 2.6 2.6 2.6 2.6 2.6 2.6 2.6 2.6 2.6 2.6 2.6 2.6 2.6 2.6 646.2510595436238
32 13000m 32.03635460633147 32.18095739084692 44.00000000000001 2.8 2.8 2.8 2.8 2.8 2.7 2.8 2.7 2.7 2.8 2.7 2.7 2.7 2.8 2.7 2.7 664.293733369127
35 13000m 35.044364220560205 31.61578947368421 47.699999999999996 3.0 3.0 2.9 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.9 2.9 3.0 3.0 669.2698922953016
37 13000m 37.041558812063606 32.071686203787195 49.90000000000001 3.1 3.1 3.1 3.2 3.1 3.1 3.1 3.1 3.1 3.2 3.1 3.1 3.1 3.1 3.2 3.1 672.2032193288587
40 13000m 40.03885931316856 32.44060657118787 52.69999999999999 3.3 3.3 3.3 3.3 3.3 3.3 3.3 3.3 3.3 3.3 3.3 3.3 3.3 3.3 3.3 3.2 686.8933446442957
42 13000m 42.04119975360927 33.00399680255796 54.59999999999999 3.4 3.4 3.4 3.4 3.4 3.4 3.4 3.5 3.4 3.4 3.4 3.5 3.4 3.4 3.4 3.4 685.7569383087249
45 13000m 45.05259642464916 33.43859649122807 57.600000000000016 3.6 3.6 3.6 3.6 3.6 3.6 3.6 3.6 3.6 3.6 3.6 3.6 3.6 3.6 3.6 3.6 720.8271514630877
47 13000m 47.04648224552751 33.5845045045045 58.90000000000002 3.6 3.7 3.7 3.7 3.7 3.7 3.7 3.6 3.7 3.7 3.6 3.7 3.7 3.7 3.7 3.7 729.2292707651004
50 13000m 50.05316134320602 33.234258632362895 60.89999999999998 3.8 3.8 3.8 3.8 3.8 3.8 3.8 3.9 3.8 3.8 3.8 3.8 3.8 3.8 3.8 3.8 730.4648332885905
1 13500m 1.0173449860093366 45.15 1.6000000000000003 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 641.8781671946302
3 13500m 3.0179996510144154 43.605555555555554 4.799999999999999 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 564.6710137986574
5 13500m 5.018764984101004 42.852842809364546 8.0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 578.9295334228187
7 13500m 7.019357059946607 42.389021479713605 11.199999999999998 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 577.7002935838926
10 13500m 10.02181793515826 41.30050083472454 15.9 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9 1.0 575.2642731812078
12 13500m 12.022292478276857 41.063025210084035 18.9 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.1 1.2 1.2 1.1 1.2 1.2 1.2 1.1 578.5568798926173
15 13500m 15.023139589057488 39.64333333333333 22.9 1.5 1.5 1.4 1.5 1.4 1.4 1.4 1.5 1.4 1.4 1.4 1.4 1.4 1.4 1.5 1.4 581.1479710067109
18 13500m 18.026503622688153 38.33457595526561 26.400000000000006 1.6 1.7 1.7 1.7 1.7 1.7 1.6 1.7 1.7 1.6 1.6 1.6 1.6 1.7 1.6 1.6 582.6412791409394
